Dates,Song,Artist
2018-05-05,1985 (Intro To The Fall Off),J. Cole
2018-05-05,The Cut Off,J. Cole Feat. kiLL edward
2018-05-05,Brackets,J. Cole
2018-05-05,Window Pain (Outro),J. Cole
2018-05-05,Friends,J. Cole Feat. kiLL edward
2018-05-05,Once An Addict (Interlude),J. Cole
2018-05-05,Intro,J. Cole
2018-05-05,OTW,"Khalid, Ty Dolla $ign & 6LACK"
2018-05-05,Babe,Sugarland Feat. Taylor Swift
2018-05-05,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
2018-05-05,Dame Tu Cosita,Pitbull x El Chombo x Karol G Feat. Cutty Ranks
2018-05-05,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
2018-05-05,Close,Rae Sremmurd & Travis Scott
2018-05-12,Better Now,Post Malone
2018-05-12,Paranoid,Post Malone
2018-05-12,Rich & Sad,Post Malone
2018-05-12,Spoil My Night,Post Malone Feat. Swae Lee
2018-05-12,Ball For Me,Post Malone Feat. Nicki Minaj
2018-05-12,Stay,Post Malone
2018-05-12,Same Bitches,Post Malone Feat. G-Eazy & YG
2018-05-12,Zack And Codeine,Post Malone
2018-05-12,Over Now,Post Malone
2018-05-12,Takin' Shots,Post Malone
2018-05-12,92 Explorer,Post Malone
2018-05-12,Otherside,Post Malone
2018-05-12,Blame It On Me,Post Malone
2018-05-12,Sugar Wraith,Post Malone
2018-05-12,Famous,Mason Ramsey
2018-05-12,Jonestown (Interlude),Post Malone
2018-05-12,Overdose,YoungBoy Never Broke Again
2018-05-12,Ye vs The People,Kanye West Feat. T.I.
2018-05-19,This Is America,Childish Gambino
2018-05-19,Watch,Travis Scott Feat. Lil Uzi Vert & Kanye West
2018-05-19,Beautiful Crazy,Luke Combs
2018-05-19,Youth,Shawn Mendes Feat. Khalid
2018-05-19,Done For Me,Charlie Puth Feat. Kehlani
2018-05-19,Gucci Flip Flops,Bhad Bhabie Feat. Lil Yachty
2018-05-19,Mercy,Brett Young
2018-05-19,Preach,YoungBoy Never Broke Again
2018-05-26,Shoota,Playboi Carti Feat. Lil Uzi Vert
2018-05-26,Yes Indeed,Lil Baby & Drake
2018-05-26,Back To You,Selena Gomez
2018-05-26,Lucid Dreams,Juice WRLD
2018-05-26,Me Niego,Reik Feat. Ozuna & Wisin
2018-05-26,Lust,Lil Skies
2018-05-26,All Girls Are The Same,Juice WRLD
2018-06-02,Fake Love,BTS
2018-06-02,Change Lanes,Kevin Gates
2018-06-02,Like That,Kris Wu
2018-06-02,Southside,Lil Baby
2018-06-02,Life Goes On,Lil Baby Feat. Gunna & Lil Uzi Vert
2018-06-02,Let It Sing,Kevin Gates
2018-06-02,Sangria Wine,Pharrell Williams x Camila Cabello
2018-06-02,Welcome To The Party,"Diplo, French Montana & Lil Pump Feat. Zhavia Ward"
2018-06-02,Champion,NAV Feat. Travis Scott
2018-06-02,Downtown's Dead,Sam Hunt
2018-06-02,Don't Go Breaking My Heart,Backstreet Boys
2018-06-09,I'm Upset,Drake
2018-06-09,Praise The Lord (Da Shine),A$AP Rocky Feat. Skepta
2018-06-09,TATI,6ix9ine Feat. DJ SPINKING
2018-06-09,Infrared,Pusha T
2018-06-09,Big Bank,"YG Feat. 2 Chainz, Big Sean & Nicki Minaj"
2018-06-09,If You Know You Know,Pusha T
2018-06-09,What Would Meek Do?,Pusha T Feat. Kanye West
2018-06-09,Dinero,Jennifer Lopez Feat. DJ Khaled & Cardi B
2018-06-09,Taste,Tyga Feat. Offset
2018-06-09,Lovely,Billie Eilish & Khalid
2018-06-09,I Was Jack (You Were Diane),Jake Owen
2018-06-09,Girls Like You,Maroon 5 Feat. Cardi B
2018-06-09,High Hopes,Panic! At The Disco
2018-06-09,The Games We Play,Pusha T
2018-06-16,Yikes,Kanye West
2018-06-16,All Mine,Kanye West
2018-06-16,Ghost Town,Kanye West Feat. PARTYNEXTDOOR
2018-06-16,Wouldn't Leave,Kanye West Feat. PARTYNEXTDOOR
2018-06-16,Violent Crimes,Kanye West
2018-06-16,I Thought About Killing You,Kanye West
2018-06-16,No Mistakes,Kanye West
2018-06-16,Simple,Florida Georgia Line
2018-06-16,Must've Never Met You,Luke Combs
2018-06-16,Humility,Gorillaz Feat. George Benson
2018-06-16,Africa,Weezer
2018-06-16,Youngblood,5 Seconds Of Summer
2018-06-16,Sin Pijama,Becky G + Natti Natasha
2018-06-23,Reborn,KIDS SEE GHOSTS
2018-06-23,4th Dimension,KIDS SEE GHOSTS Feat. Louis Prima
2018-06-23,Feel The Love,KIDS SEE GHOSTS
2018-06-23,"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS
2018-06-23,Fire,KIDS SEE GHOSTS
2018-06-23,Cudi Montage,KIDS SEE GHOSTS
2018-06-23,KIDS SEE GHOSTS,KIDS SEE GHOSTS
2018-06-23,Lose It,Kane Brown
2018-06-23,Rich Sex,Nicki Minaj Feat. Lil Wayne
2018-06-23,I Know You,Lil Skies Feat. Yung Pinch
2018-06-30,Apes**t,The Carters
2018-06-30,Bed,Nicki Minaj Feat. Ariana Grande
2018-06-30,Bigger > You,"2 Chainz, Drake & Quavo"
2018-06-30,DDU-DU DDU-DU,BLACKPINK
2018-06-30,Born To Be Yours,Kygo & Imagine Dragons
2018-06-30,Boss,The Carters
2018-06-30,Ocean,Martin Garrix Feat. Khalid
2018-06-30,Hope,XXXTENTACION
2018-06-30,Summer,The Carters
2018-06-30,Drowns The Whiskey,Jason Aldean Feat. Miranda Lambert
2018-06-30,Nice,The Carters
2018-06-30,Cop Shot The Kid,Nas Feat. Kanye West
2018-06-30,Friends,The Carters
2018-07-07,Sober,Demi Lovato
2018-07-07,Legends,Juice WRLD
2018-07-07,Coming Home,Keith Urban Feat. Julia Michaels
2018-07-07,Life Changes,Thomas Rhett
2018-07-07,The Light Is Coming,Ariana Grande Feat. Nicki Minaj
2018-07-07,Solo,Clean Bandit Feat. Demi Lovato
2018-07-14,Nonstop,Drake
2018-07-14,In My Feelings,Drake
2018-07-14,Emotionless,Drake
2018-07-14,Don't Matter To Me,Drake Feat. Michael Jackson
2018-07-14,Mob Ties,Drake
2018-07-14,Elevate,Drake
2018-07-14,Survival,Drake
2018-07-14,Can't Take A Joke,Drake
2018-07-14,Talk Up,Drake Feat. JAY-Z
2018-07-14,8 Out Of 10,Drake
2018-07-14,Sandra's Rose,Drake
2018-07-14,Summer Games,Drake
2018-07-14,Blue Tint,Drake
2018-07-14,Jaded,Drake
2018-07-14,Is There More,Drake
2018-07-14,That's How You Feel,Drake
2018-07-14,Peak,Drake
2018-07-14,After Dark,Drake Feat. Static Major & Ty Dolla $ign
2018-07-14,Finesse,Drake
2018-07-14,Ratchet Happy Birthday,Drake
2018-07-14,Final Fantasy,Drake
2018-07-14,14-Mar,Drake
2018-07-14,Karma,Queen Naija
2018-07-14,Kiss Somebody,Morgan Evans
2018-07-14,"Sunrise, Sunburn, Sunset",Luke Bryan
2018-07-14,Hotel Key,Old Dominion
2018-07-14,Growing Pains,Alessia Cara
2018-07-21,Wifi Lit,Future
2018-07-21,Jumpsuit,twenty one pilots
2018-07-21,31 Days,Future
2018-07-21,Cuddle My Wrist,Future
2018-07-21,Millidelphia,Meek Mill Feat. Swizz Beatz
2018-07-21,Racks Blue,Future
2018-07-21,Dangerous,Meek Mill Feat. Jeremih & PnB Rock
2018-07-21,Drug Addicts,Lil Pump
2018-07-21,Jackie Chan,Tiesto & Dzeko Feat. Preme & Post Malone
2018-07-21,Kream,Iggy Azalea Feauring Tyga
2018-07-28,God Is A Woman,Ariana Grande
2018-07-28,Summertime Magic,Childish Gambino
2018-07-28,You Say,Lauren Daigle
2018-07-28,Eastside,"benny blanco, Halsey & Khalid"
2018-07-28,Wasted,Juice WRLD Feat. Lil Uzi Vert
2018-07-28,Desperate Man,Eric Church
2018-07-28,Hopeless Romantic,Wiz Khalifa Feat. Swae Lee
2018-07-28,Fr Fr,Wiz Khalifa Feat. Lil Skies
2018-07-28,Nico And The Niners,twenty one pilots
2018-07-28,Broken,lovelytheband
2018-07-28,Hooked,Dylan Scott
2018-07-28,Ocean,TK Kravitz Feat. Jacqueez
2018-07-28,1942,G-Eazy Feat. Yo Gotti & YBN Nahmir
2018-07-28,I'm A Mess,Bebe Rexha
2018-07-28,Remind Me To Forget,Kygo Feat. Miguel
2018-08-04,FEFE,6ix9ine Feat. Nicki Minaj & Murda Beatz
2018-08-04,Natural,Imagine Dragons
2018-08-04,I Might Need Security,Chance The Rapper
2018-08-04,Level Up,Ciara
2018-08-04,Best Part,Daniel Caesar Feat. H.E.R.
2018-08-04,Nevermind,Dennis Lloyd
2018-08-04,You Should See Me In A Crown,Billie Eilish
2018-08-04,Lie,NF
2018-08-11,No Brainer,"DJ Khaled Feat. Justin Bieber, Chance The Rapper & Quavo"
2018-08-11,One Day,Logic Feat. Ryan Tedder
2018-08-11,Side Effects,The Chainsmokers Feat. Emily Warren
2018-08-11,That's On Me,Yella Beezy
2018-08-11,Handgun,YG Feat. A$AP Rocky
2018-08-11,Drunk Me,Mitchell Tenpenny
2018-08-18,Sicko Mode,Travis Scott
2018-08-18,Stargazing,Travis Scott
2018-08-18,Carousel,Travis Scott
2018-08-18,Yosemite,Travis Scott
2018-08-18,R.I.P Screw,Travis Scott
2018-08-18,Stop Trying To Be God,Travis Scott
2018-08-18,Wake Up,Travis Scott
2018-08-18,No Bystanders,Travis Scott
2018-08-18,5% Tint,Travis Scott
2018-08-18,Can't Say,Travis Scott
2018-08-18,NC-17,Travis Scott
2018-08-18,Who? What!,Travis Scott
2018-08-18,Skeletons,Travis Scott
2018-08-18,Astrothunder,Travis Scott
2018-08-18,Houstonfornication,Travis Scott
2018-08-18,Beautiful,Bazzi Feat. Camila Cabello
2018-08-18,Coffee Bean,Travis Scott
2018-08-18,Could've Been,H.E.R. Feat. Bryson Tiller
2018-08-18,Trip,Ella Mai
2018-08-18,Lean Wit Me,Juice WRLD
2018-08-25,Barbie Dreams,Nicki Minaj
2018-08-25,Taking A Walk,Trippie Redd
2018-08-25,Majesty,Nicki Minaj Feat. Eminem & Labrinth
2018-08-25,Ganja Burns,Nicki Minaj
2018-08-25,W O R K I N  M E,Quavo
2018-08-25,Album Of The Year (Freestyle),J. Cole
2018-08-25,Have It All,Jason Mraz
2018-08-25,Drew Barrymore,Bryce Vine
2018-08-25,She Got The Best Of Me ,Luke Combs
2018-08-25,Thought I Knew You,Nicki Minaj Feat. The Weeknd
2018-09-01,Breathin,Ariana Grande
2018-09-01,Sweetener,Ariana Grande
2018-09-01,Everytime,Ariana Grande
2018-09-01,Happier,Marshmello & Bastille
2018-09-01,Promises,Calvin Harris & Sam Smith
2018-09-01,R.E.M,Ariana Grande
2018-09-01,Blue Tacoma,Russell Dickerson
2018-09-01,Chanel (Go Get It),Young Thug Feat. Gunna & Lil Baby
2018-09-01,Goodnight N Go,Ariana Grande
2018-09-01,Made For Now,Janet & Daddy Yankee
2018-09-01,Pete Davidson,Ariana Grande
2018-09-08,IDOL,BTS Feat. Nicki Minaj
2018-09-08,I Am Who They Say I Am,YoungBoy Never Broke Again Feat. Kevin Gates & Quando Rondo
2018-09-08,Unica,Ozuna
2018-09-08,Mo Bamba,Sheck Wes
2018-09-08,Smile (Living My Best Life),Lil' Duval Feat. Snoop Dogg & Ball Greezy
2018-09-08,Drunk Girl,Chris Janson
2018-09-08,The Way I Am,Charlie Puth
2018-09-08,Happy Now,Zedd & Elley Duhe
2018-09-15,Lucky You,Eminem Feat. Joyner Lucas
2018-09-15,The Ringer,Eminem
2018-09-15,Fall,Eminem
2018-09-15,Kamikaze,Eminem
2018-09-15,Greatest,Eminem
2018-09-15,Not Alike,Eminem Feat. Royce Da 5'9
2018-09-15,BEBE,6ix9ine Feat. Anuel AA
2018-09-15,Normal,Eminem
2018-09-15,Stepping Stone,Eminem
2018-09-15,Venom,Eminem
2018-09-15,Feels Like Summer,Childish Gambino
2018-09-15,Nice Guy,Eminem & Jessie Reyez
2018-09-15,Good Guy,Eminem Feat. Jessie Reyez
2018-09-15,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
2018-09-15,Hangin' On,Chris Young
2018-09-22,I Love It,Kanye West & Lil Pump
2018-09-22,Rap Devil,Machine Gun Kelly
2018-09-22,Self Care,Mac Miller
2018-09-22,Hurt Feelings,Mac Miller
2018-09-22,Come Back To Earth,Mac Miller
2018-09-22,Vaina Loca,Ozuna x Manuel Turizo
2018-09-22,Speechless,Dan + Shay
2018-09-22,Electricity,Silk City x Dua Lipa
2018-09-29,Killshot,Eminem
2018-09-29,Drip Too Hard,Lil Baby & Gunna
2018-09-29,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
2018-09-29,New Patek,Lil Uzi Vert
2018-09-29,Better,Khalid
2018-09-29,Falling Down,Lil Peep & XXXTENTACION
2018-09-29,Pretty Little Fears,6LACK Feat. J. Cole
2018-09-29,Leave Me Alone,Flipp Dinero
2018-09-29,Best Shot,Jimmie Allen
2018-09-29,Noticed,Lil Mosey
2018-10-06,No Stylist,French Montana Feat. Drake
2018-10-06,Head Above Water,Avril Lavigne
2018-10-06,This Feeling,The Chainsmokers Feat. Kelsea Ballerini
2018-10-06,Backin' It Up,Pardison Fontaine Feat. Cardi B
2018-10-06,Rich,Maren Morris
2018-10-13,Mona Lisa,Lil Wayne Feat. Kendrick Lamar
2018-10-13,Don't Cry,Lil Wayne Feat. XXXTENTACION
2018-10-13,Uproar,Lil Wayne
2018-10-13,Let It Fly,Lil Wayne Feat. Travis Scott
2018-10-13,Dedicate,Lil Wayne
2018-10-13,Can't Be Broken,Lil Wayne
2018-10-13,What About Me,Lil Wayne Feat. Sosamann
2018-10-13,Dark Side Of The Moon,Lil Wayne Feat. Nicki Minaj
2018-10-13,Taki Taki,"DJ Snake Feat. Selena Gomez, Ozuna & Cardi B"
2018-10-13,Shallow,Lady Gaga & Bradley Cooper
2018-10-13,Famous,Lil Wayne Feat. Reginae Carter
2018-10-13,Dope N****z,Lil Wayne Feat. Snoop Dogg
2018-10-13,Open Letter,Lil Wayne
2018-10-13,"If I'm Lyin, I'm Flyin",Kodak Black
2018-10-13,Problems,Lil Wayne
2018-10-13,Hittas,Lil Wayne
2018-10-13,Open Safe,Lil Wayne
2018-10-13,Took His Time,Lil Wayne
2018-10-13,Mess,Lil Wayne
2018-10-13,Let It All Work Out,Lil Wayne
2018-10-13,Start This S**t Off Right,Lil Wayne Feat. Ashanti & Mack Maine
2018-10-13,Used 2,Lil Wayne
2018-10-13,Demon,Lil Wayne
2018-10-13,Perfect Strangers,Lil Wayne
2018-10-13,Dope New Gospel,Lil Wayne Feat. Nivea
2018-10-20,Never Recover,Lil Baby & Gunna Feat. Drake
2018-10-20,Without Me,Halsey
2018-10-20,STOOPID,6ix9ine Feat. Bobby Shmurda
2018-10-20,Close Friends,Lil Baby
2018-10-20,I'll Never Love Again,Lady Gaga
2018-10-20,Always Remember Us This Way,Lady Gaga
2018-10-20,Off White VLONE,Lil Baby & Gunna Feat. Lil Durk & NAV
2018-10-20,Business Is Business,Lil Baby & Gunna
2018-10-20,Is That Alright?,Lady Gaga
2018-10-20,Belly,Lil Baby & Gunna
2018-10-20,My Blood,twenty one pilots
2018-10-20,Maybe It's Time,Bradley Cooper
2018-10-20,Deep End,Lil Baby
2018-10-20,I Am,Lil Baby & Gunna
2018-10-27,ZEZE,Kodak Black Feat. Travis Scott & Offset
2018-10-27,MIA,Bad Bunny Feat. Drake
2018-10-27,Flip The Switch,Quavo Feat. Drake
2018-10-27,Pass Out,Quavo Feat. 21 Savage
2018-10-27,Biggest Alley Oop,Quavo
2018-10-27,Rerun,Quavo Feat. Travis Scott
2018-10-27,Huncho Dreams,Quavo
2018-10-27,Lose It,Quavo Feat. Lil Baby
2018-11-03,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
2018-11-03,Fine China,Future & Juice WRLD
2018-11-03,Money,Cardi B
2018-11-03,When The Party's Over,Billie Eilish
2018-11-03,Jet Lag,Future & Juice WRLD Feat. Young Scooter
2018-11-03,Astronauts,Future & Juice WRLD
2018-11-03,Saturday Nights,Khalid & Kane Brown
2018-11-03,Suncity,Khalid Feat. Empress Of
2018-11-03,Vertigo,Khalid
2018-11-03,Yacht Club,Lil Yachty Feat. Juice WRLD
2018-11-03,Make It Back,Juice WRLD
2018-11-03,Kiss And Make Up,Dua Lipa & BLACKPINK
2018-11-03,Get Dripped,Lil Yachty Feat. Playboi Carti
2018-11-03,Burning Man,Dierks Bentley Feat. Brothers Osborne
2018-11-10,Arms Around You,XXXTENTACION x Lil Pump Feat. Maluma & Swae Lee
2018-11-10,Last Memory,TakeOff
2018-11-10,Talk To Me,Tory Lanez & Rich The Kid
2018-11-10,Topanga,Trippie Redd
2018-11-10,Dip,Tyga & Nicki Minaj
2018-11-10,Waste It On Me,Steve Aoki Feat. BTS
2018-11-10,A Million Dreams,P!nk
2018-11-10,Be Alright,Dean Lewis
2018-11-10,Kamikaze,Lil Mosey
2018-11-17,"Thank U, Next",Ariana Grande
2018-11-17,Bohemian Rhapsody,Queen
2018-11-17,Don't Come Out The House,Metro Boomin Feat. 21 Savage
2018-11-17,10 Freaky Girls,Metro Boomin Feat. 21 Savage
2018-11-17,Space Cadet,Metro Boomin Feat. Gunna
2018-11-17,Overdue,Metro Boomin Feat. Travis Scott
2018-11-17,Dreamcatcher,Metro Boomin Feat. Swae Lee & Travis Scott
2018-11-17,No More,"Metro Boomin Feat. Travis Scott, Kodak Black & 21 Savage"
2018-11-17,Ella Quiere Beber,Anuel AA & Romeo Santos
2018-11-17,Consequences,Camila Cabello
2018-11-17,Casper,TakeOff
2018-11-17,Up To Something,Metro Boomin Feat. Travis Scott & Young Thug
2018-11-24,BAD!,XXXTENTACION
2018-11-24,Armed And Dangerous,Juice WRLD
2018-11-24,1400 / 999 Freestyle,Trippie Redd Feat. Juice WRLD
2018-11-24,Love Scars 3,Trippie Redd
2018-11-24,Bad Liar,Imagine Dragons
2018-11-24,Negative Energy,Trippie Redd Feat. Kodie Shane
2018-11-24,Sixteen,Thomas Rhett
2018-11-24,Good Girl,Dustin Lynch
2018-11-24,Last Shot,Kip Moore
2018-11-24,Millionaire,Chris Stapleton
2018-11-24,Toxic Waste,Trippie Redd
2018-12-01,Take One,Kodak Black
2018-12-01,Twerk,City Girls Feat. Cardi B
2018-12-01,Ocean Eyes,Billie Eilish
2018-12-01,Close To Me,Ellie Goulding X Diplo Feat. Swae Lee
2018-12-01,Girl Like You,Jason Aldean
2018-12-01,Burn The House Down,AJR
2018-12-08,MAMA,6ix9ine Feat. Nicki Minaj & Kanye West
2018-12-08,KIKA,6ix9ine Feat. Tory Lanez
2018-12-08,TIC TOC,6ix9ine Feat. Lil Baby
2018-12-08,Come Out And Play,Billie Eilish
2018-12-08,WAKA,6ix9ine Feat. A Boogie Wit da Hoodie
2018-12-08,You,Jacquees
2018-12-15,Going Bad,Meek Mill Feat. Drake
2018-12-15,What's Free,Meek Mill Feat. Rick Ross & JAY-Z
2018-12-15,On Me,Meek Mill Feat. Cardi B
2018-12-15,Rudolph The Red-Nosed Reindeer,Gene Autry
2018-12-15,Uptown Vibes,Meek Mill Feat. Fabolous & Anuel AA
2018-12-15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
2018-12-15,Pure Cocaine,Lil Baby
2018-12-15,07월 24일,Meek Mill Feat. Ella Mai
2018-12-15,Intro,Meek Mill
2018-12-15,Respect The Game,Meek Mill
2018-12-15,Good Form,Nicki Minaj Feat. Lil Wayne
2018-12-15,Trauma,Meek Mill
2018-12-15,Time,Lil Baby Feat. Meek Mill
2018-12-15,Nuketown,Ski Mask The Slump God Feat. Juice WRLD
2018-12-15,Calling My Spirit,Kodak Black
2018-12-15,Ready,Lil Baby Feat. Gunna
2018-12-15,Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus
2018-12-15,Championships,Meek Mill
2018-12-15,Tic Tac Toe,Meek Mill Feat. Kodak Black
2018-12-15,Almost Slipped,Meek Mill
2018-12-15,Splash Warning,"Meek Mill Feat. Future, Roddy Ricch & Young Thug"
2018-12-15,Pay You Back,Meek Mill Feat. 21 Savage
2018-12-15,Foot Fungus,Ski Mask The Slump God
2018-12-15,Crush A Lot,Lil Baby
2018-12-15,Oodles O' Noodles Babies,Meek Mill
2018-12-15,Global,Lil Baby
2018-12-15,Word On The Street,Lil Baby
2018-12-22,whoa (mind in awe),XXXTENTACION
2018-12-22,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry
2018-12-22,Sleigh Ride,The Ronettes
2018-12-22,Guardian Angel,XXXTENTACION
2018-12-22,I Don't Let Go,XXXTENTACION
2018-12-22,One Minute,XXXTENTACION Feat. Kanye West & Travis Barker
2018-12-22,Train Food,XXXTENTACION
2018-12-22,What Are You So Afraid Of,XXXTENTACION
2018-12-22,Staring At The Sky,XXXTENTACION
2018-12-22,Difference (Interlude),XXXTENTACION
2018-12-22,Look Back At It,A Boogie Wit da Hoodie
2018-12-22,This Is It,Scotty McCreery
2018-12-29,Imagine,Ariana Grande
2018-12-29,(There's No Place Like) Home For The Holidays,Perry Como
2018-12-29,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
2018-12-29,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir
2018-12-29,Wonderful Christmastime,Paul McCartney
2018-12-29,White Christmas,Bing Crosby
2018-12-29,Christmas (Baby Please Come Home),Darlene Love
2018-12-29,MoshPit,Kodak Black Feat. Juice WRLD
2018-12-29,Cozy Little Christmas,Katy Perry
2018-12-29,Testimony,Kodak Black
2018-12-29,Sweet But Psycho,Ava Max
2018-12-29,Gnarly,Kodak Black Feat. Lil Pump
2018-12-29,The Christmas Song,Lauren Daigle
2018-12-29,Envy Me,Calboy
2019-01-05,A Lot,21 Savage
2019-01-05,Blue Christmas,Elvis Presley
2019-01-05,Run Rudolph Run,Chuck Berry
2019-01-05,Wow.,Post Malone
2019-01-05,Jingle Bells,Frank Sinatra
2019-01-05,Swervin,A Boogie Wit da Hoodie Feat. 6ix9ine
2019-01-05,Can't Leave Without It,21 Savage
2019-01-05,Startender,A Boogie Wit da Hoodie Feat. Offset & Tyga
2019-01-05,All My Friends,21 Savage
2019-01-05,Break Da Law,21 Savage
2019-01-05,Monster,21 Savage
2019-01-05,1.5,21 Savage
2019-01-05,Out For The Night,21 Savage
2019-01-05,Gun Smoke,21 Savage
2019-01-05,Demons And Angels,A Boogie Wit da Hoodie Feat. Juice WRLD
2019-01-05,ASMR,21 Savage
2019-01-12,Baby Shark,Pinkfong
2019-01-12,Take It From Me,Jordan Davis
2019-01-12,What Makes You Country,Luke Bryan
2019-01-12,Down To The Honkytonk,Jake Owen
2019-01-12,Love Someone,Lukas Graham
2019-01-12,Love Wins,Carrie Underwood
2019-01-12,Ruin My Life,Zara Larsson
2019-01-12,Body,Loud Luxury Feat. Brando
2019-01-12,Here Tonight,Brett Young
2019-01-12,Burn Out,Midland
2019-01-12,Solo de Mi,Bad Bunny
2019-01-12,Roses,benny blanco & Juice WRLD Feat. Brendon Urie
2019-01-12,Make It Sweet,Old Dominion
2019-01-12,idontwannabeyouanymore,Billie Eilish
2019-01-19,Undecided,Chris Brown
2019-01-19,Crushed Up,Future
2019-01-19,Butterfly Doors,Lil Pump
2019-01-19,Valuable Pain,YoungBoy Never Broke Again
2019-01-26,Lost In The Fire,Gesaffelstein & The Weeknd
2019-01-26,Dancing With A Stranger,Sam Smith & Normani
2019-01-26,Nights Like This,Kehlani Feat. Ty Dolla $ign
2019-01-26,Thotiana,Blueface
2019-01-26,Let Me Down Slowly,Alec Benjamin + Alessia Cara
2019-01-26,Jumpin On A Jet,Future
2019-01-26,Splashin,Rich The Kid
2019-02-02,7 Rings,Ariana Grande
2019-02-02,Middle Child,J. Cole
2019-02-02,Keanu Reeves,Logic
2019-02-02,First Off,Future Feat. Travis Scott
2019-02-02,Never Stop,Future
2019-02-02,Secreto,Anuel AA & Karol G
2019-02-02,Mixed Personalities,YNW Melly Feat. Kanye West
2019-02-02,Temptation,Future
2019-02-02,Rocket Ship,Future
2019-02-02,Pure Water,Mustard & Migos
2019-02-02,F&N,Future
2019-02-02,On My Way To You,Cody Johnson
2019-02-02,Murder On My Mind,YNW Melly
2019-02-02,GIRL,Maren Morris
2019-02-02,Face My Fears,Hikaru Utada & Skrillex
2019-02-02,Call The Coroner,Future
2019-02-09,Put A Date On It,Yo Gotti Feat. Lil Baby
2019-02-09,Bury A Friend,Billie Eilish
2019-02-09,I'm So Tired...,Lauv & Troye Sivan
2019-02-09,Shot Clock,Ella Mai
2019-02-09,Sauce!,XXXTENTACION
2019-02-09,Con Calma,Daddy Yankee & Katy Perry Feat. Snow
2019-02-09,Night Shift,Jon Pardi
2019-02-16,One Call,Gunna
2019-02-16,Miss Me More,Kelsea Ballerini
2019-02-23,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
2019-02-23,Needy,Ariana Grande
2019-02-23,NASA,Ariana Grande
2019-02-23,Bloodline,Ariana Grande
2019-02-23,Ghostin,Ariana Grande
2019-02-23,Fake Smile,Ariana Grande
2019-02-23,Bad Idea,Ariana Grande
2019-02-23,In My Head,Ariana Grande
2019-02-23,Talk,Khalid
2019-02-23,Make Up,Ariana Grande
2019-02-23,Who Do You Love,The Chainsmokers Feat. 5 Seconds Of Summer
2019-02-23,Rainbow,Kacey Musgraves
2019-03-02,Please Me,Cardi B & Bruno Mars
2019-03-02,Robbery,Juice WRLD
2019-03-02,Red Room,Offset
2019-03-02,Talk You Out Of It,Florida Georgia Line
2019-03-02,Eyes On You,Chase Rice
2019-03-02,365,Zedd & Katy Perry
2019-03-02,Worth It,YK Osiris
2019-03-02,There Was This Girl,Riley Green
2019-03-02,One That Got Away,Michael Ray
2019-03-09,Legacy,Offset Feat. Travis Scott & 21 Savage
2019-03-09,Walk Me Home,P!nk
2019-03-09,Clout,Offset Feat. Cardi B
2019-03-09,How Did I Get Here,Offset Feat.  J. Cole
2019-03-09,Outstanding,Gunna
2019-03-09,Be Like Me,Lil Pump Feat. Lil Wayne
2019-03-09,3 Headed Snake,Gunna Feat. Young Thug
2019-03-09,Wit It,Gunna
2019-03-09,Lick,Offset
2019-03-09,Girls Need Love,Summer Walker X Drake
2019-03-09,Speed It Up,Gunna
2019-03-09,I Guess I Just Feel Like,John Mayer
2019-03-09,Good As You,Kane Brown
2019-03-09,Same Yung N***a,Gunna Feat. Playboi Carti
2019-03-09,Faucet Failure,Ski Mask The Slump God
2019-03-16,Sucker,Jonas Brothers
2019-03-16,I,Lil Skies
2019-03-16,Look What God Gave Her,Thomas Rhett
2019-03-16,Hear Me Calling,Juice WRLD
2019-03-16,Wish You Were Gay,Billie Eilish
