kpop_kr_Lyrics,kpop_en_Lyrics
오늘 먼저 그대 전화 준비 무도 오늘 하루 가끔 머리 오늘 그대 오늘 그대 자정 채비 그대 지문자 내일 기분 그냥 오늘 오늘 하루 가끔 머리 오늘 그대 오늘 그대 가슴 보고 오늘 퇴근 오늘 몸나 가끔 내일 가면 머리 오늘 그대 오늘 그대 오늘 그대 오늘 그대 오늘 그대,sleep today asleep sleep hang phone wear fancy clothes ready anyone who tonight fool today tonight awkward slide good night good night dancing head today good night good night dancing moonlight sorry today ready midnight sure text message good night honey tomorrow feeling today night good night tonight fool today tonight late slide baby good night good night dancing head today good night good night dancing moonlight sorry today heart tremble reason home today today busy play tomorrow sorrybaby good night good night dancing head today good night good night dancing moonlight sorry today good night good night good night sorry today today today
눈물 보고 리다 꿈속 오늘 사랑 사랑 산다 매일 외로움 매일 기다림 도난 사랑 사랑 자리 허수아비 사랑니 사랑 사랑 산다 매일 외로움 매일 기다림 도난 사랑 바보 이유나 사랑 사랑 번만 사랑 번만 매일 외로움 매일 기다림 도난 사랑 사랑,person miss fall asleep dream today wish live side loneliness fine love side love place love scarecrow wish live side loneliness fine love reason fool love love wish side loneliness fine love fine love
마지막 옛사랑 가끔 안부 기억 차고 기억 기억 시절 도수 독주 보고 보고 사랑 서로 그땐 사랑 사랑 사랑 마지막 꼴딱 밤새 맞이 아침 홀딱 창문 참새 초등학생 아무 아무 아무 귓속 해그 시절 온도 적도 감기 온몸 대면 맥박 소리 귓가 그날 소리 가왜 그땐 사랑 사랑 사랑 마지막 눈앞 추억 기억 추억 그땐 사랑 사랑 사랑 마지막,person laugh memory time fade empty glass pour drink memory memory bitter prescription higher performance many time matter much hungry thirsty great time reason break know love love draw break caught happier morning spent night close window sparrow window want sleep elementary school student anyone knowing talk hear time temperature higher equator angry cold fever body pulse sound hear voice know love love draw break caught happier live front living someone memory side body someone memory know love love draw break caught happier
바보 세상 상술 취한 밤나 택시 도착 글자 귓가 지갑 목소리 엄마 전화 엄마 택시 엄마 요금 엄마 엄마 엄마 바보 세상 상주 머닐 백원 적금 원금 담배 인생 엄마 문득 심정 간다 아저씨 오해 택시 집앞 원래 바보 세상 상주 머닐 백원 적금 원금 담배 인생 인생 건시 간문제 싸움 에두 보고 세상 세상 얘길 발바닥 우유 배달 등록금 배꼽 세상 한숨 고개 결코 무릎 대충 세상,money money idiot give money world everything possible money drunk night home taxi home word arrival mean fingers voice call enough taxi fare fare money money idiot give money world everything possible money shake pocket search installment split split principal break hang cigarette hang life money everything money money money right recognize please honey honey taxi fare right house money money idiot give money world everything possible money shake pocket search installment split split principal break hang cigarette hang life money everything money money thing change person life matter time money money people bite enjoy live money close world cover world hear foot sweat nonstop milk delivery convenience store part time worth caparazzi suction world button bigger money money money breath money thing raise head money fill body body bone hang evil half live live live world money
얘기 자꾸 눈물 사랑 바보 보고 눈물 방울 하루 벌써 사랑 바보 버스 무심코 집앞 골목 취한 밤널 손목 지갑 사진 눈물 눈물 사랑 바보 보고 눈물 방울 하루 벌써 서단 하루 보고 눈물 방울 하루 벌써 사랑 바보,walk hear song love song story baby baby baby forget fool want tear survive love forget wait wait wait wait wait forget fool side street front house late night drunk night wrist tear photo wallet live love rainy love remember thought baby baby baby forget fool want tear survive love forget single want tear survive love forget wait wait wait wait wait forget fool
달콤 사랑 자꾸 자꾸만 대체 사랑 백이 제일 바람바람 거뻥 걱정 인생 좌우명 세상 비밀 천사 약속 남자 진짜 남자 달콤 사랑 자꾸 자꾸만 대체 사랑 매일 보고 오빠 출발 바람둥이 깜짝 우린 다음주 잡고 영화 보고 말로 달콤 사랑 자꾸 자꾸만 대체 사랑 한번 보시 달콤 사랑 자꾸 자꾸만 대체 사랑,walk hear song love song story baby baby baby forget fool want tear survive love forget wait wait wait wait wait forget fool side street front house late night drunk night wrist tear photo wallet live love rainy love remember thought baby baby baby forget fool want tear survive love forget single want tear survive love forget wait wait wait wait wait forget fool
자꾸 사랑 바보 마음 한숨 사랑 처음 보고 사랑 제나 마음 조리 사랑 처음 보고 사랑 사랑 보고 사랑 자꾸 욕심 자꾸 눈물,farther fool feel sigh laugh endure many time much hard fine mind place much endure many time much hard fine love much love greedy
여수 바다 조명 얘기 여수 바다 여수 바다 바다 거리 바다 여수 바다 여수 바다 바람 향기 해주 여수 바다 여수 바다 바다 거리 바다 바다 조명 얘기 여수 바다 여수 바다 바다 여수 바다,you night light beautiful story play call you night you night walk walk street walk you night you night unknown scent deliver call you night you night walk walk walk street come ocean light beautiful story play call you night you night right you night
처음 느낌 마음 하루 마음 마음 자꾸만 느낌 마음 전하 모습 사랑 하루 마음 마음 자꾸만 가아름 다운 그대 외로움 마음 마음 자꾸만 가조 그대 마음 마음,different want talk time smile time heart grows time night wait clumsy heart heart bigger hurt express close breathe look love night wait clumsy heart heart bigger beautiful tried hold night good time heart heart bigger tried hold little longer heart heart bigger
고민 번쩍 포위 꼼짝 겁낼 걸음 불꽃 꼼짝 번쩍 포위 꼼짝 겁낼 어서 번쩍 포위 꼼짝 겁낼,donna move frustration talk bush worry thirsty shot hand heart fire bang look babe star front easy bang banging move nothing afraid show hearth ooh ooh step look angry anything flame stuck heart reload fire bang look babe star front easy bang banging move nothing afraid show heart strong confident come babe fire bang look babe star front easy bang banging move nothing afraid show hearth ooh ooh bang bang
소나기 흠뻑 허락 요한 걸음 꼼짝 꽃잎 바람 기억 웃기 사진 장남 기지 추억 가슴 이나 이내 하루 바람 차남 웃기 사진 장남 기지 추억 사랑 사랑 처음처럼 사랑 사랑 그대 사랑,shower person permission steal heart push person single step flower petal hope pass wind point take picture memory sudden afraid chest nervous person person warm person wind point nothing laugh picture memory love please first time treat please happy love
잔소리 하루 후회 매일 만난 사랑 아이젠 한번 수만 수가 하루 몇번 정이 모습 이나 사랑 아이젠 한번 수만 서나 사랑,miss lagging knew okay regret time live right guess forget person side forget several time smile come person side forget forget able smile happiest life person
후유증 자꾸 관심 자꾸 연락 외로워 향수 냄새 몰래 보고 사랑 텅빈 눈물 고이 어쩌면 어쩜 밤새 혼잣말 그냥 눈물 그냥 매일 아픔 자꾸 눈물 자꾸 사랑 후유증 일만 친구 겨를 빈자리 야시 가면 거짓말 자꾸 번호 자꾸 바보 그냥 눈물 그냥 매일 아픔 자꾸 눈물 자꾸 사랑 후유증 그날 밤너 제발 그냥 눈물 그냥 매일 아픔 자꾸 눈물 자꾸 사랑 후유증,terrible hanover drank interest child touch care perfume charge steal picture interested take love page mind empty position saliva night wish time tears left left hate pain tear keep feel sleep terrible hanover work busy hung opportunity something trouble vacancy sense business amen fine think time word point sick phone number clear forgotten addition tear feel left left hate pain tear keep feel sleep terrible hanover wish time wish time time miss rain night next spring please tough time tear feel left left hate pain tear keep feel sleep terrible hanover
